"﻿SITEID","TITLE","lng","lat"
"50010110000131","万州****B城)","108.389864","30.802786"
"50010110000133","万州****越网吧","108.384738","30.820081"
"50010110000136","万州****成网吧","108.450937","30.572861"
"50010110000137","万州****骄网吧","108.371452","30.821858"
"50010110000139","万州****宏潮）","108.413439","30.710054"
"50010110000140","万州****河网吧","108.386465","30.813557"
"50010110000141","万州****缘婉）","108.384455","30.812235"
"50010110000142","万州****度网城","108.377922","30.847554"
"50010110000144","万州****限网吧","108.389993","30.807496"
"50010110000145","万州****网网吧","108.312055","30.830094"
"50010110000148","万州****地网吧","108.396283","30.781455"
"50010110000150","万州****月网吧","108.393629","30.826652"
"50010110000152","万州****光网吧","108.383493","30.816418"
"50010110000153","万州****民网吧","106.464396","29.494215"
"50010110000154","万州****佳网吧","108.384447","30.817625"
"50010110000155","万州****C城)","108.398948","30.790731"
"50010110000156","万州****玮网吧","108.407776","30.890632"
"50010110000157","万州****缘网吧","108.386244","30.81866"
"50010110000158","万州****坊网吧","108.408833","30.890749"
"50010110000159","万州****侠网吧","108.384557","30.817114"
"50010110000160","万州****兴网吧","108.370262","30.821808"
"50010110000161","万州****潭网吧","108.413439","30.710054"
"50010110000162","万州****全网吧","108.394619","30.761707"
"50010110000163","万州****源网吧","108.38322","30.756913"
"50010110000165","万州****国网吧","108.385472","30.758751"
"50010110000166","万州****城网吧","108.383627","30.819685"
"50010110000167","万州****胜网吧","108.379217","30.787324"
"50010110000168","万州****微网吧","108.41594","30.772747"
"50010110000169","万州****煌网吧","108.378739","30.807855"
"50010110000172","万州****苑网吧","108.36585","30.859988"
"50010110000173","万州****灵网吧","108.417055","30.770688"
"50010110000174","万州****煌巢）","108.401842","30.831607"
"50010110000176","万州****塬网吧","106.464396","29.494215"
"50010110000177","万州****晟网吧","108.384352","30.832413"
"50010110000178","万州****实网吧","108.379234","30.831181"
"50010110000179","万州****魂网吧","108.35928","30.831249"
"50010110000180","万州****悦网吧","108.395296","30.761877"
"50010110000181","万州****韵网吧","108.372343","30.858172"
"50010110000182","万州****熳网吧","108.417639","30.769662"
"50010110000184","万州****城网吧","108.398667","30.765968"
"50010110000186","万州****网吧 ","108.38322","30.756913"
"50010110000187","万州****作网吧","108.358625","30.715145"
"50010110000188","万州****言网吧","108.918353","28.404439"
"50010110000189","万州****色网吧","108.378739","30.807855"
"50010110000190","万州****者网吧","108.397705","30.833597"
"50010110000191","万州****才网吧","108.384708","30.804742"
"50010110000192","万州****度网吧","108.376415","30.851903"
"50010110000194","万州****城网吧","108.37639","30.849581"
"50010110000196","万州****士网吧","108.409983","30.890794"
"50010110000197","万州****珈网吧","108.386149","30.811136"
"50010110000198","万州****博网吧","108.377586","30.806166"
"50010110000201","万州****网吧 ","108.351374","30.714806"
"50010210000001","重庆****网网吧","107.4061","29.706862"
"50010210000002","重庆****隙网吧","107.396307","29.70451"
"50010210000003","重庆****结网吧","107.405117","29.700503"
"50010210000004","重庆****迅网吧","107.389054","29.717946"
"50010210000005","重庆****红网吧","107.459689","29.545464"
"50010210000007","重庆****力网吧","107.489362","29.554067"
"50010210000008","重庆****博网吧","107.460252","29.78723"
"50010210000011","重庆****源网吧","107.392187","29.714035"
"50010210000012","重庆****浪网吧","107.397297","29.709975"
"50010210000013","重庆****源网吧","107.46055","29.543208"
"50010210000015","重庆****定网吧","107.40607","29.706792"
"50010210000016","重庆****得网吧","107.40268","29.706491"
"50010210000017","重庆****业网吧","107.27388","29.756612"
"50010210000018","重庆****麟网吧","107.400548","29.703128"
"50010210000020","重庆****智网吧","107.060827","29.659293"
"50010210000021","重庆****君网吧","107.305152","29.743515"
"50010210000022","重庆****山网吧","107.40621","29.706722"
"50010210000026","重庆****叶网吧","107.384679","29.709543"
"50010210000027","重庆****丰网吧","107.40143","29.714107"
"50010210000028","重庆****铭网吧","107.482117","29.903903"
"50010210000032","重庆****缘网吧","107.369004","29.667294"
"50010210000033","重庆****春网吧","107.407124","29.702903"
"50010210000035","重庆****寻网吧","107.404405","29.712899"
"50010210000036","重庆****狮网吧","107.405772","29.71527"
"50010210000037","重庆****圆网吧","107.306788","29.741101"
"50010210000039","重庆****浓网吧","107.387456","29.711494"
"50010210000040","重庆****轩网吧","107.610413","29.722625"
"50010210000041","重庆****天网吧","107.407767","29.71056"
"50010210000043","重庆****方网吧","107.393298","29.712947"
"50010210000046","重庆****结网吧","107.406265","29.706028"
"50010210000048","重庆****豪网吧","107.305152","29.743515"
"50010210000049","重庆****然网吧","107.396075","29.715324"
"50010210000052","重庆****浪网吧","106.492044","29.476266"
"50010210000053","重庆****岛网吧","107.401764","29.717158"
"50010210000054","重庆****风网吧","107.401238","29.705822"
"50010210000055","重庆****合网吧","107.369365","29.658625"
"50010210000057","重庆****河网吧","107.38517","29.707132"
"50010210000059","重庆****爽网吧","107.404872","29.71457"
"50010210000060","重庆****轩网吧","107.114138","29.449003"
"50010210000061","重庆****多网吧","106.447761","29.836566"
"50010210000062","重庆****舟网吧","107.403388","29.710697"
"50010210000065","重庆****点网吧","107.386956","29.709453"
"50010210000067","重庆****悦网吧","107.40759","29.706793"
"50010210000068","重庆****朋网吧","107.40761","29.707281"
"50010210000071","重庆****林网吧","107.393293","29.714037"
"50010210000072","重庆****宇网吧","107.305342","29.715344"
"50010210000073","重庆****趣网吧","107.40451","29.712205"
"50010210000079","重庆****缘网吧","107.409943","29.709241"
"50010210000084","重庆****豪网吧","107.263019","29.765168"
"50010210000085","重庆****番网吧","107.410648","29.701136"
"50010210000086","重庆****娱网吧","107.205075","29.665856"
"50010210000087","重庆****政网吧","107.409332","29.695421"
"50010210000088","重庆****大网吧","107.412764","29.697754"
"50010210000090","重庆****卢网吧","107.390032","29.712197"
"50010210000091","重庆****冬网吧","107.399992","29.709963"
"50010210000092","重庆****力网吧","107.09029","29.854153"
"50010210000094","重庆****起网吧","107.409838","29.703749"
"50010210000096","重庆****线网吧","107.264531","29.764161"
"50010210000098","重庆****狐网吧","107.390786","29.711609"
"50010210000100","重庆****空网吧","107.392563","29.706561"
"50010310000002","渝中****端网吧","106.555975","29.56042"
"50010310000004","渝中****限公司","106.555644","29.560195"
"50010310000007","渝中****比网吧","106.580082","29.560647"
"50010310000009","渝中****松网吧","106.578668","29.555052"
"50010310000011","渝中****艺网吧","106.557978","29.556022"
"50010310000012","渝中****梦网吧","106.56736","29.561854"
"50010310000013","渝中****网吧)","106.586057","29.562266"
"50010310000020","渝中****星网吧","106.550885","29.559164"
"50010310000021","渝中****雪网吧","106.567821","29.561637"
"50010310000024","渝中****网吧)","106.556196","29.555553"
"50010310000025","渝中****寰宇)","106.584219","29.56337"
"50010310000028","渝中****路网吧","106.551007","29.561806"
"50010310000029","渝中****洁网吧","106.553201","29.558241"
"50010310000030","渝中****人网吧","106.522585","29.543271"
"50010310000034","渝中****你网吧","106.586274","29.566597"
"50010310000038","重庆****园路店","106.587465","29.56819"
"50010310000041","渝中****明网吧","106.589547","29.560769"
"50010310000043","渝中****轩网吧","106.574376","29.565057"
"50010310000045","渝中****靓网吧","106.57458","29.564208"
"50010310000046","渝中****读网吧","106.576473","29.558481"
"50010310000054","渝中****结网吧","106.53383","29.54723"
"50010310000055","渝中****心网吧","106.512399","29.541719"
"50010310000068","渝中****下网吧","106.579182","29.561044"
"50010310000071","渝中****谋网吧","106.523903","29.544944"
"50010310000072","渝中****鸟网吧","106.578215","29.563706"
"50010310000074","渝中****限网吧","106.520772","29.546809"
"50010310000092","渝中****手网吧","106.591564","29.565636"
"50010310000099","渝中****飞网吧","106.59017","29.561039"
"50010310000102","渝中****络会所","106.556191","29.565459"
"50010310000103","渝中****绣网吧","106.517802","29.549689"
"50010310000104","（渝****简称)","106.512639","29.54229"
"50010310000107","渝中****语网吧","106.562708","29.569698"
"50010310000109","渝中****红网吧","106.554696","29.565001"
"50010310000112","渝中****瑰网吧","106.589848","29.561204"
"50010310000114","(渝****派网吧","106.518051","29.547421"
"50010310000121","渝中****都网吧","106.585399","29.56703"
"50010310000125","渝中****健网吧","106.522575","29.543991"
"50010310000126","渝中****网苑)","106.502747","29.54067"
"50010310000129","渝中****辉网吧","106.519416","29.544994"
"50010310000136","渝中****爽网吧","106.559386","29.559703"
"50010310000139","渝中****园网吧","106.564703","29.569134"
"50010310000140","渝中****子网吧","106.555508","29.556424"
"50010310000141","渝中****玲网吧","106.523641","29.543564"
"50010310000144","渝中****魔网吧","106.531313","29.555419"
"50010310000150","渝中****天网城","106.526213","29.54651"
"50010310000152","渝中****光网吧","106.583128","29.555946"
"50010310000157","渝中****秋网吧","106.556196","29.555553"
"50010310000162","渝中****源天地","106.575309","29.562821"
"50010310000163","渝中****感网吧","106.517554","29.536215"
"50010310000174","渝中****情网吧","106.521976","29.541863"
"50010310000176","渝中****速网吧","106.578065","29.555088"
"50010310000180","渝中****土网吧","106.560397","29.569269"
"50010310000181","渝中****网吧)","106.576432","29.562282"
"50010310000184","渝中****国网吧","106.552102","29.564998"
"50010310000185","渝中****恋网吧","106.523903","29.544944"
"50010310000186","渝中****岸网吧","106.594154","29.569513"
"50010310000187","渝中****浩网吧","106.549094","29.561201"
"50010310000188","渝中****浪网吧","106.537551","29.543972"
"50010310000195","渝中****间网吧","106.564583","29.569311"
"50010310000198","（渝****网吧)","106.576326","29.560343"
"50010310000202","渝中****网吧）","106.558255","29.567705"
"50010310000207","渝中****网吧)","106.552192","29.564769"
"50010310000213","渝中****利网吧","106.56815","29.560679"
"50010310000214","渝中****佳网吧","106.581658","29.558778"
"50010310000215","渝中****琦网吧","106.57586","29.563207"
"50010310000217","渝中****园网吧","106.537551","29.543972"
"50010310000220","重庆****江门店","106.578334","29.566924"
"50010310000226","渝中****土网吧","106.585451","29.559489"
"50010310000228","渝中****事通）","106.566933","29.56189"
"50010310000235","渝中****网吧）","106.581889","29.560105"
"50010310000237","渝中****盟网吧","106.584998","29.564185"
"50010310000239","渝中****灿网吧","106.560592","29.56607"
"50010310000246","渝中****露网吧","106.523254","29.54739"
"50010310000247","渝中****嘉网吧","106.512571","29.545401"
"50010310000249","渝中****华网吧","106.568579","29.564653"
"50010310000272","渝中****华网吧","106.589588","29.569162"
"50010310000278","重庆****沙溪店","106.536854","29.54397"
"50010410000001","大渡****腾网吧","106.488292","29.478548"
"50010410000003","大渡****纪网吧","106.48915","29.48141"
"50010410000010","大渡****向网吧","106.479117","29.461448"
"50010410000011","大渡****乐网吧","106.496536","29.436599"
"50010410000015","大渡****尔网吧","106.48612","29.477631"
"50010410000017","大渡****凡网吧","106.490678","29.495674"
"50010410000019","大渡****捷网吧","106.508917","29.436948"
"50010410000025","大渡****枫网吧","106.49012","29.490009"
"50010410000030","大渡****利网吧","106.477689","29.416312"
"50010410000031","大渡****琴网吧","106.481306","29.484926"
"50010410000032","大渡****鑫网吧","106.487714","29.483129"
"50010410000035","大渡****我网吧","106.485063","29.460774"
"50010410000038","大渡****聚网吧","106.484537","29.46504"
"50010410000040","大渡****络会所","106.496898","29.495405"
"50010410000042","大渡****木网吧","106.488974","29.475414"
"50010410000044","大渡****来网吧","106.493422","29.485359"
"50010410000049","大渡****尔网吧","106.502854","29.495375"
"50010410000051","大渡****线网吧","106.486104","29.479997"
"50010410000052","大渡****巢网吧","106.4861","29.479998"
"50010410000053","大渡****络会所","106.489861","29.48479"
"50010410000055","大渡****下网吧","106.491814","29.495342"
"50010510000001","江北****凡网吧","106.537525","29.57594"
"50010510000002","江北****业网吧","106.562385","29.584263"
"50010510000004","江北****网吧）","106.482355","29.59637"
"50010510000005","江北****飞网吧","106.532323","29.589646"
"50010510000006","江北****尼网吧","106.550019","29.57893"
"50010510000007","江北****冲网吧","106.538907","29.586515"
"50010510000008","江北****江网吧","106.543043","29.572691"
"50010510000009","江北****会所）","106.534574","29.590706"
"50010510000010","江北****会所）","106.49736","29.57521"
"50010510000012","江北****会所）","106.491582","29.576317"
"50010510000013","江北****阁网吧","106.547889","29.577372"
"50010510000014","江北****海网吧","106.568086","29.580039"
"50010510000015","江北****喜网吧","106.561323","29.58642"
"50010510000016","江北****科网吧","106.639959","29.61683"
"50010510000017","江北****竹网吧","106.533201","29.583205"
"50010510000019","江北****典网吧","106.548779","29.584013"
"50010510000020","江北****韬网吧","106.552049","29.662558"
"50010510000023","江北****苑网吧","106.494171","29.585646"
"50010510000024","江北****月网吧","106.767665","29.628813"
"50010510000025","江北****海网吧","106.488624","29.593033"
"50010510000026","江北****本网吧","106.564265","29.586312"
"50010510000028","江北****格网吧","106.537811","29.578624"
"50010510000029","江北****事网吧","106.536672","29.582994"
"50010510000030","江北****眼网吧","106.545267","29.579714"
"50010510000031","江北****会所）","106.531673","29.575042"
"50010510000032","江北****度网吧","106.545297","29.579414"
"50010510000033","江北****网城）","106.534461","29.58742"
"50010510000034","江北****溪网吧","106.587072","29.627076"
"50010510000035","江北****电网吧","106.474429","29.590811"
"50010510000036","江北****会所）","106.541744","29.578279"
"50010510000037","江北****吉网吧","106.543482","29.571278"
"50010510000038","江北****捷网吧","106.652931","29.603546"
"50010510000039","江北****会所）","106.569253","29.586056"
"50010510000040","乌托****网吧）","106.488929","29.602083"
"50010510000043","江北****会所）","106.550808","29.587238"
"50010510000044","江北****风网吧","106.609207","29.609128"
"50010510000045","江北****验吧)","106.580741","29.61691"
"50010510000046","江北****闲网吧","106.538275","29.577077"
"50010510000048","江北****潮网吧","106.538727","29.587331"
"50010510000049","江北****会所）","106.496381","29.583907"
"50010510000050","江北****族网吧","106.46918","29.569437"
"50010510000051","江北****会所）","106.530324","29.590497"
"50010510000052","江北****渝网吧","106.484774","29.589275"
"50010510000053","江北****奇网吧","106.713615","29.619318"
"50010510000054","江北****会所）","106.485834","29.58671"
"50010510000056","江北****网吧）","106.535837","29.578951"
"50010510000057","江北****垣网吧","106.503088","29.574069"
"50010510000058","江北****会所）","106.653753","29.626325"
"50010510000060","江北****天网吧","106.565767","29.590358"
"50010510000061","江北****会所)","106.543003","29.572391"
"50010510000062","江北****萝网吧","106.496426","29.575327"
"50010510000063","江北****会所）","106.532611","29.586079"
"50010510000064","江北****堡网吧","106.536506","29.568164"
"50010510000065","江北****顺网吧","106.767665","29.628813"
"50010510000066","江北****会所）","106.538727","29.587331"
"50010510000067","江北****盒网吧","106.529686","29.581309"
"50010510000069","江北****会所)","106.538964","29.580443"
"50010510000070","江北****会所）","106.560054","29.582411"
"50010510000071","江北****网吧）","106.713615","29.619318"
"50010510000072","江北****嘴网吧","106.76896","29.629966"
"50010510000073","江北****华网吧","106.525883","29.567685"
"50010510000074","江北****网络）","106.536607","29.578744"
"50010510000075","江北****会所）","106.544609","29.580694"
"50010510000076","江北****会所)","106.49793","29.574696"
"50010510000078","江北****会所）","106.538339","29.578363"
"50010510000080","江北****点网吧","106.76896","29.629966"
"50010510000081","江北****山网吧","106.56346","29.591489"
"50010510000082","江北****场网吧","106.539337","29.57524"
"50010510000083","江北****辉网吧","106.713615","29.619318"
"50010510000084","江北****风网吧","106.713615","29.619318"
"50010510000085","江北****会所）","106.487278","29.574163"
"50010510000087","江北****居网吧","106.543705","29.57776"
"50010510000090","江北****络会所","106.558792","29.582406"
"50010510000092","江北****网吧）","106.713615","29.619318"
"50010510000093","江北****湾网吧","106.53476","29.583821"
"50010510000095","重庆****会所）","106.667642","29.613772"
"50010510000099","江北****辉网吧","106.713615","29.619318"
"50010510000100","江北****者网吧","106.469713","29.57077"
"50010510000101","江北****谷网吧","106.580331","29.617963"
"50010510000102","江北****光网吧","106.66562","29.612243"
"50010510000104","江北****禧网吧","106.533023","29.578834"
"50010510000105","江北****会所）","106.534763","29.562017"
"50010510000106","江北****线网吧","106.532288","29.577392"
"50010510000107","江北****涛网吧","106.575739","29.605594"
"50010510000108","江北****网吧）","106.693223","29.590519"
"50010510000110","江北****爱网吧","106.687046","29.581095"
"50010510000111","江北****网吧）","106.547907","29.578752"
"50010510000112","江北****会所）","106.53799","29.588964"
"50010510000113","江北****克网吧","106.582973","29.616122"
"50010510000114","江北****会所）","106.538438","29.589462"
"50010510000115","江北****会所）","106.541082","29.582737"
"50010510000116","江北****强网吧","106.534461","29.58742"
"50010510000117","江北****家园)","106.530087","29.58768"
"50010510000118","江北****鑫网吧","106.548262","29.582436"
"50010510000119","江北****会所）","106.534952","29.581435"
"50010510000120","江北****宁网吧","106.54704","29.589327"
"50010510000121","江北****渔网吧","106.551165","29.579435"
"50010510000122","江北****特网吧","106.569874","29.594742"
"50010510000123","江北****会所）","106.534816","29.562836"
"50010510000125","江北****复网吧","106.799102","29.650848"
"50010510000126","江北****豪网吧","106.535627","29.583296"
"50010510000128","江北****创网吧","106.563819","29.586063"
"50010510000130","江北****会所）","106.497119","29.574042"
"50010510000131","江北****会所）","106.561323","29.58642"
"50010510000132","江北****会所）","106.53999","29.57781"
"50010510000133","江北****剑网吧","106.531511","29.562972"
"50010510000134","江北****会所）","106.542366","29.583468"
"50010510000135","江北****会所）","106.533407","29.571892"
"50010510000136","重庆****会所）","106.538304","29.57806"
"50010510000137","江北****运网吧","106.65634","29.598658"
"50010510000138","江北****验网吧","106.540306","29.570947"
"50010510000139","江北****静网吧","106.469631","29.570565"
"50010510000140","江北****会所）","106.497763","29.57436"
"50010510000142","江北****风网城","106.490587","29.587875"
"50010510000143","江北****彩网吧","106.490793","29.571837"
"50010510000144","江北****盛网吧","106.539081","29.572257"
"50010510000145","江北****会所）","106.713615","29.619318"
"50010510000146","江北****会所）","106.490472","29.589494"
"50010510000149","江北****会所）","106.540535","29.582668"
"50010510000151","江北****会所）","106.532243","29.577414"
"50010510000152","江北****会所）","106.546838","29.582496"
"50010510000154","江北****博网吧","106.538946","29.588153"
"50010510000155","江北****络会所","106.512103","29.582468"
"50010510000156","重庆****会所）","106.713615","29.619318"
"50010510000157","江北****会所）","106.538885","29.590309"
"50010510000158","江北****虹网吧","106.48997","29.593252"
"50010510000168","江北****帐号)","106.535894","29.58508"
"50010610001001","重庆****网吧）","106.382651","29.591635"
"50010610001002","重庆****进网吧","106.384992","29.6026"
"50010610001005","重庆****光网吧","106.453061","29.530251"
"50010610001006","重庆****狐网吧","106.382812","29.589748"
"50010610001007","重庆****儿网吧","106.425927","29.576926"
"50010610001008","重庆****海网吧","106.479872","29.565939"
"50010610001009","重庆****窗网吧","106.449647","29.577146"
"50010610001010","重庆****伊网城","106.449632","29.577232"
"50010610001016","重庆****藤网吧","106.298642","29.60147"
"50010610001017","重庆****子网吧","106.456015","29.583801"
"50010610001018","重庆****网吧)","106.453484","29.57996"
"50010610002002","重庆****嘟网吧","106.454099","29.567892"
"50010610002003","重庆****鹊网吧","106.460157","29.571354"
"50010610002004","重庆****晖网吧","106.465878","29.569822"
"50010610002005","重庆****亚网吧","106.465948","29.569781"
"50010610002006","重庆****缘网吧","106.445461","29.558154"
"50010610002007","重庆****人网吧","106.475053","29.566524"
"50010610002008","重庆****斯网吧","106.547949","29.558616"
"50010610002009","重庆****斯网吧","106.309625","29.608938"
"50010610002010","重庆****程网吧","106.467756","29.568495"
"50010610002011","重庆****友网吧","106.467756","29.568495"
"50010610002012","重庆****年网吧","106.38273","29.605393"
"50010610002013","重庆****星网吧","106.471915","29.56812"
"50010610002014","重庆****素网吧","106.472065","29.567988"
"50010610002015","重庆****网网吧","106.472196","29.567966"
"50010610002017","重庆****多网吧","106.475803","29.56603"
"50010610002018","沙坪****聊天室","106.475241","29.565616"
"50010610002020","重庆****头网吧","106.38686","29.591882"
"50010610002021","重庆****马网吧","106.47948","29.566935"
"50010610002022","重庆****江网吧","106.455806","29.544319"
"50010610002026","沙坪****倶乐部","106.467013","29.568896"
"50010610002030","重庆****嘟网吧","106.454099","29.567892"
"50010610002032","重庆****浪网吧","106.466795","29.563966"
"50010610002033","重庆****力网吧","106.464144","29.564817"
"50010610002035","重庆****浪网城","106.464281","29.564685"
"50010610002036","重庆****费点)","106.464281","29.564685"
"50010610002038","沙坪****E家)","106.467729","29.561356"
"50010610002041","重庆****费点)","106.464281","29.564685"
"50010610002049","重庆****费点)","106.464539","29.564597"
"50010610002051","重庆****春网吧","106.467359","29.568676"
"50010610002065","重庆****力网吧","106.469907","29.561804"
"50010610002067","沙坪****会所）","106.465741","29.563825"
"50010610002070","重庆****东网吧","106.470923","29.564321"
"50010610002071","重庆****散网吧","106.470923","29.564321"
"50010610002072","重庆****通网吧","106.464694","29.560703"
"50010610002077","沙坪****俱乐部","106.46883","29.570358"
"50010610002079","沙坪****网苑)","106.46516","29.576901"
"50010610002090","重庆****限公司","106.474633","29.568561"
"50010610002091","重庆****钇网吧","106.465099","29.577011"
"50010610002092","重庆****网吧)","106.463762","29.578909"
"50010610002093","沙坪****乙网吧","106.381331","29.598058"
"50010610002094","重庆****隼网吧","106.463724","29.578895"
"50010610002096","重庆****网吧)","106.4618","29.567251"
"50010610002097","重庆****丁网吧","106.46614","29.562578"
"50010610004001","重庆****闲网吧","106.374805","29.630548"
"50010610004003","重庆****双网吧","106.315089","29.626792"
"50010610004004","重庆****梦网吧","106.46257","29.552288"
"50010610004007","重庆****月网吧","106.338752","29.62508"
"50010610004008","重庆****福网吧","106.470582","29.55711"
"50010610004009","重庆****坤网吧","106.47841","29.546921"
"50010610004011","沙坪****锦网吧","106.47706","29.544767"
"50010610004014","重庆****楼网吧","106.480014","29.561627"
"50010610005001","重庆****婷网吧","106.464969","29.557916"
"50010610005002","重庆****达网吧","106.313741","29.565845"
"50010610005007","重庆****舟网吧","106.458745","29.555402"
"50010610005009","重庆****空网吧","106.460618","29.551154"
"50010610005011","重庆****康网吧","106.38448","29.593981"
"50010610005012","重庆****浪网吧","106.455647","29.543937"
"50010610005013","重庆****艳网吧","106.45486","29.53113"
"50010610005014","重庆****府网吧","106.313201","29.556111"
"50010610005015","重庆****岸网吧","106.298656","29.601566"
"50010610005016","重庆****佳网吧","106.453061","29.530251"
"50010610005017","重庆****络会所","106.449911","29.577406"
"50010610005018","重庆****谊网吧","106.448891","29.556392"
"50010610005019","重庆****聚网吧","106.450089","29.565138"
"50010610005020","重庆****力网吧","106.449143","29.53406"
"50010610005023","重庆****触网吧","106.459497","29.544752"
"50010610006001","重庆****奇网吧","106.436149","29.530845"
"50010610006003","重庆****梦网吧","106.446491","29.530579"
"50010610006004","重庆****来网吧","106.382812","29.589748"
"50010610006009","重庆****妹网吧","106.446286","29.53045"
"50010610006010","重庆****孙网吧","106.390958","29.730894"
"50010610006012","沙坪****彩网吧","106.374805","29.630548"
"50010610006014","重庆****波网吧","106.447045","29.519003"
"50010610006016","重庆****花网吧","106.447757","29.521487"
"50010610006019","重庆****人网吧","106.447498","29.520946"
"50010610006020","重庆****人网吧","106.446998","29.517745"
"50010610007002","重庆****浪网吧","106.428183","29.518554"
"50010610007003","重庆****罗网吧","106.424855","29.520305"
"50010610007004","重庆****往网吧","106.417893","29.558168"
"50010610007006","重庆****诚网吧","106.461458","29.547337"
"50010610007008","重庆****川网吧","106.426558","29.529162"
"50010610007009","重庆****话网吧","106.424933","29.57412"
"50010610007010","重庆****臣网吧","106.4259","29.572755"
"50010610007011","重庆****涯网吧","106.310827","29.555739"
"50010610007012","重庆****真网吧","106.46924","29.570842"
"50010610007013","重庆****楼网吧","106.423211","29.594658"
"50010610007014","重庆****德网吧","106.420521","29.596964"
"50010610007015","重庆****群网吧","106.419617","29.609637"
"50010610007016","重庆****枫网吧","106.425679","29.516026"
"50010610008001","重庆****击网吧","106.450329","29.609282"
"50010610008002","重庆****极网吧","106.452097","29.61047"
"50010610008003","重庆****楼网吧","106.449326","29.605621"
"50010610008004","重庆****创网吧","106.419617","29.609637"
"50010610008006","重庆****阁网吧","106.374805","29.630548"
"50010610008008","重庆****水网吧","106.449154","29.622071"
"50010610008009","重庆****趣网吧","106.337651","29.625741"
